Program,Year,Period,Week Ending,Geo Level,State,state_id,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1979,WEEK #18,5/6/1979,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,1979,WEEK #18,5/6/1979,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,4,
SURVEY,1979,WEEK #18,5/6/1979,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,10,
SURVEY,1979,WEEK #18,5/6/1979,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,8,
SURVEY,1979,WEEK #18,5/6/1979,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,20,
SURVEY,1979,WEEK #18,5/6/1979,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,22,
SURVEY,1979,WEEK #18,5/6/1979,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,2,
SURVEY,1979,WEEK #18,5/6/1979,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,1,
SURVEY,1979,WEEK #18,5/6/1979,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,8,
SURVEY,1979,WEEK #18,5/6/1979,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,10,
SURVEY,1979,WEEK #18,5/6/1979,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,87,
SURVEY,1979,WEEK #18,5/6/1979,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,20,
SURVEY,1979,WEEK #18,5/6/1979,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,15,
SURVEY,1979,WEEK #18,5/6/1979,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,55,
SURVEY,1979,WEEK #18,5/6/1979,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,1,
SURVEY,1979,WEEK #19,5/13/1979,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,48,
SURVEY,1979,WEEK #19,5/13/1979,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,1979,WEEK #19,5/13/1979,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,35,
SURVEY,1979,WEEK #19,5/13/1979,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,35,
SURVEY,1979,WEEK #19,5/13/1979,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,34,
SURVEY,1979,WEEK #19,5/13/1979,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,35,
SURVEY,1979,WEEK #19,5/13/1979,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,38,
SURVEY,1979,WEEK #19,5/13/1979,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,25,
SURVEY,1979,WEEK #19,5/13/1979,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,4,
SURVEY,1979,WEEK #19,5/13/1979,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,27,
SURVEY,1979,WEEK #19,5/13/1979,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,25,
SURVEY,1979,WEEK #19,5/13/1979,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,91,
SURVEY,1979,WEEK #19,5/13/1979,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,60,
SURVEY,1979,WEEK #19,5/13/1979,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,42,
SURVEY,1979,WEEK #19,5/13/1979,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,2,
SURVEY,1979,WEEK #19,5/13/1979,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,75,
SURVEY,1979,WEEK #19,5/13/1979,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,15,
SURVEY,1979,WEEK #20,5/20/1979,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,69,
SURVEY,1979,WEEK #20,5/20/1979,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #20,5/20/1979,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,72,
SURVEY,1979,WEEK #20,5/20/1979,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,60,
SURVEY,1979,WEEK #20,5/20/1979,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,82,
SURVEY,1979,WEEK #20,5/20/1979,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,60,
SURVEY,1979,WEEK #20,5/20/1979,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,60,
SURVEY,1979,WEEK #20,5/20/1979,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,55,
SURVEY,1979,WEEK #20,5/20/1979,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,37,
SURVEY,1979,WEEK #20,5/20/1979,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,59,
SURVEY,1979,WEEK #20,5/20/1979,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,60,
SURVEY,1979,WEEK #20,5/20/1979,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,1979,WEEK #20,5/20/1979,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,90,
SURVEY,1979,WEEK #20,5/20/1979,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,68,
SURVEY,1979,WEEK #20,5/20/1979,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,82,
SURVEY,1979,WEEK #20,5/20/1979,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,40,
SURVEY,1979,WEEK #21,5/27/1979,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,87,
SURVEY,1979,WEEK #21,5/27/1979,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #21,5/27/1979,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,91,
SURVEY,1979,WEEK #21,5/27/1979,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,90,
SURVEY,1979,WEEK #21,5/27/1979,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,99,
SURVEY,1979,WEEK #21,5/27/1979,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,80,
SURVEY,1979,WEEK #21,5/27/1979,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,68,
SURVEY,1979,WEEK #21,5/27/1979,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,80,
SURVEY,1979,WEEK #21,5/27/1979,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,76,
SURVEY,1979,WEEK #21,5/27/1979,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,84,
SURVEY,1979,WEEK #21,5/27/1979,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,85,
SURVEY,1979,WEEK #21,5/27/1979,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #21,5/27/1979,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,1979,WEEK #21,5/27/1979,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,78,
SURVEY,1979,WEEK #21,5/27/1979,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,66,
SURVEY,1979,WEEK #21,5/27/1979,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,89,
SURVEY,1979,WEEK #21,5/27/1979,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,70,
SURVEY,1979,WEEK #22,6/3/1979,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,92,
SURVEY,1979,WEEK #22,6/3/1979,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #22,6/3/1979,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,1979,WEEK #22,6/3/1979,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,98,
SURVEY,1979,WEEK #22,6/3/1979,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #22,6/3/1979,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,95,
SURVEY,1979,WEEK #22,6/3/1979,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,80,
SURVEY,1979,WEEK #22,6/3/1979,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,90,
SURVEY,1979,WEEK #22,6/3/1979,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,91,
SURVEY,1979,WEEK #22,6/3/1979,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,91,
SURVEY,1979,WEEK #22,6/3/1979,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #22,6/3/1979,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #22,6/3/1979,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #22,6/3/1979,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,81,
SURVEY,1979,WEEK #22,6/3/1979,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,89,
SURVEY,1979,WEEK #22,6/3/1979,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,100,
SURVEY,1979,WEEK #22,6/3/1979,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,88,
SURVEY,1980,WEEK #15,4/13/1980,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,37,
SURVEY,1980,WEEK #15,4/13/1980,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,1,
SURVEY,1980,WEEK #15,4/13/1980,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,1,
SURVEY,1980,WEEK #15,4/13/1980,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,28,
SURVEY,1980,WEEK #15,4/13/1980,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,5,
SURVEY,1980,WEEK #16,4/20/1980,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,50,
SURVEY,1980,WEEK #16,4/20/1980,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,3,
SURVEY,1980,WEEK #16,4/20/1980,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,1,
SURVEY,1980,WEEK #16,4/20/1980,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,3,
SURVEY,1980,WEEK #16,4/20/1980,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,46,
SURVEY,1980,WEEK #16,4/20/1980,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,25,
SURVEY,1980,WEEK #17,4/27/1980,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,3,
SURVEY,1980,WEEK #17,4/27/1980,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,74,
SURVEY,1980,WEEK #17,4/27/1980,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,8,
SURVEY,1980,WEEK #17,4/27/1980,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,5,
SURVEY,1980,WEEK #17,4/27/1980,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,9,
SURVEY,1980,WEEK #17,4/27/1980,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,8,
SURVEY,1980,WEEK #17,4/27/1980,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,18,
SURVEY,1980,WEEK #17,4/27/1980,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,2,
SURVEY,1980,WEEK #17,4/27/1980,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,3,
SURVEY,1980,WEEK #17,4/27/1980,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,17,
SURVEY,1980,WEEK #17,4/27/1980,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,5,
SURVEY,1980,WEEK #17,4/27/1980,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,69,
SURVEY,1980,WEEK #17,4/27/1980,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,5,
SURVEY,1980,WEEK #17,4/27/1980,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,5,
SURVEY,1980,WEEK #17,4/27/1980,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,35,
SURVEY,1980,WEEK #17,4/27/1980,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,1,
SURVEY,1980,WEEK #18,5/4/1980,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,16,
SURVEY,1980,WEEK #18,5/4/1980,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,88,
SURVEY,1980,WEEK #18,5/4/1980,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,46,
SURVEY,1980,WEEK #18,5/4/1980,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,38,
SURVEY,1980,WEEK #18,5/4/1980,STATE,IOWA,19,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,61,
SURVEY,1980,WEEK #18,5/4/1980,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,30,
SURVEY,1980,WEEK #18,5/4/1980,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,38,
SURVEY,1980,WEEK #18,5/4/1980,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,5,
SURVEY,1980,WEEK #18,5/4/1980,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,36,
SURVEY,1980,WEEK #18,5/4/1980,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,50,
SURVEY,1980,WEEK #18,5/4/1980,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,35,
SURVEY,1980,WEEK #18,5/4/1980,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,83,
SURVEY,1980,WEEK #18,5/4/1980,STATE,OHIO,39,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,25,
SURVEY,1980,WEEK #18,5/4/1980,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,8,
SURVEY,1980,WEEK #18,5/4/1980,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,10,
SURVEY,1980,WEEK #18,5/4/1980,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN - PROGRESS, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,45,
